id,title,location and city,start_datetime,end_datetime,mode,price,description,city,mode_clean,price_type,embed_text,url
90,UI UX Scholarship Test JAN 25 2026,"Quality Thought, Ameerpet, Hyderabad",2026-02-12T10:00:00+05:30,2026-02-12T12:00:00+05:30,In-person,Free,In-person UI/UX scholarship test designed to assess design fundamentals and award scholarships to eligible candidates,Hyderabad,in_person,free,ui ux scholarship test jan 25 2026 in-person ui/ux scholarship test designed to assess design fundamentals and award scholarships to eligible candidates hyderabad in_person free,https://www.eventbrite.com/e/ui-ux-scholarship-test-jan-25-2026-tickets-1979593853505?aff=ebdssbdestsearch
91,staaake Tech/AI Power Walk for Founders & Creators,"Agara Park Entrance Gate 4, Bengaluru",Multiple dates,Multiple dates,In-person,Free,"Informal outdoor power-walk networking event for tech and AI founders, creators, and investors focused on peer connections while walking",Bengaluru,in_person,free,"staaake tech/ai power walk for founders & creators informal outdoor power-walk networking event for tech and ai founders, creators, and investors focused on peer connections while walking bengaluru in_person free",https://www.eventbrite.ch/e/staaake-techai-power-walk-for-founders-creators-now-in-bengaluru-tickets-1977713920575?aff=ebdssbdestsearch
92,Join Biggest Community | Investors Founders | New Delhi | Online,"Online, New Delhi",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,Online networking session connecting early-stage founders and investors for fundraising-focused relationship building through a curated community,New Delhi,online,free,join biggest community | investors founders | new delhi | online online networking session connecting early-stage founders and investors for fundraising-focused relationship building through a curated community new delhi online free,https://www.eventbrite.com/e/join-biggest-community-investors-founders-new-delhi-online-tickets-1374181797749?aff=ebdssbdestsearch
93,Join Biggest Community | Investors Founders | Hyderabad | Online,"Online, Hyderabad",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,Online networking session connecting early-stage founders and investors in Hyderabad for fundraising-focused relationship building through a curated community,Hyderabad,online,free,join biggest community | investors founders | hyderabad | online online networking session connecting early-stage founders and investors in hyderabad for fundraising-focused relationship building through a curated community hyderabad online free,https://www.eventbrite.com/e/join-biggest-community-investors-founders-hyderabad-online-tickets-1351345874889?aff=ebdssbdestsearch
94,Join Biggest Community | Investors Founders | Mumbai | Online,"Online, Mumbai",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,Online networking session connecting early-stage founders and investors in Mumbai for fundraising-focused relationship building through a curated community,Mumbai,online,free,join biggest community | investors founders | mumbai | online online networking session connecting early-stage founders and investors in mumbai for fundraising-focused relationship building through a curated community mumbai online free,https://www.eventbrite.com/e/join-biggest-community-investors-founders-mumbai-online-tickets-1374180654329?aff=ebdssbdestsearch
95,Join Biggest Community | Investors Founders | Bengaluru | Online,"Online, Bengaluru",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,Online networking session connecting early-stage founders and investors in Bengaluru for fundraising-focused relationship building through a curated community,Bengaluru,online,free,join biggest community | investors founders | bengaluru | online online networking session connecting early-stage founders and investors in bengaluru for fundraising-focused relationship building through a curated community bengaluru online free,https://www.eventbrite.com/e/join-biggest-community-investors-founders-bengaluru-online-tickets-1336224807369?aff=ebdssbdestsearch
96,Data Science Offline Classes Bangalore,"DataMites Institute, Bengaluru",2026-01-24T09:00:00+05:30,2026-08-24T11:00:00+05:30,In-person,Free,"Long-term offline data science training program covering Python, Power BI, and Machine Learning with extensive hands-on sessions, internships, and placement assistance in Bangalore",Bengaluru,in_person,free,"data science offline classes bangalore long-term offline data science training program covering python, power bi, and machine learning with extensive hands-on sessions, internships, and placement assistance in bangalore bengaluru in_person free",https://www.eventbrite.com/e/data-science-offline-classes-bangalore-tickets-1979965107937?aff=ebdssbdestsearch
97,AYURYOG EXPO 2026,"IEML, Knowledge Park II, Greater Noida",2026-04-24T10:00:00+05:30,2026-04-26T18:00:00+05:30,In-person,Free,"India’s flagship AYUSH and wellness expo focusing on Ayurveda, Yoga, Naturopathy, Unani, Siddha, Homeopathy, herbal and organic products, fitness, wellness services, and wellness tourism, connecting global suppliers and buyers",Greater Noida,in_person,free,"ayuryog expo 2026 india’s flagship ayush and wellness expo focusing on ayurveda, yoga, naturopathy, unani, siddha, homeopathy, herbal and organic products, fitness, wellness services, and wellness tourism, connecting global suppliers and buyers greater noida in_person free",https://www.eventbrite.com/e/ayuryog-expo-2026-tickets-1979305129925?aff=ebdssbdestsearch
98,Join Biggest Community | Investors Founders | Chennai | Online,"Chennai, Tamil Nadu",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Curated online networking session for early-stage founders and investors to connect for fundraising, collaboration, and relationship building through a validated community format",Chennai,online,free,"join biggest community | investors founders | chennai | online curated online networking session for early-stage founders and investors to connect for fundraising, collaboration, and relationship building through a validated community format chennai online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-chennai-online-tickets-1357333875159?aff=ebdssbdestsearch
99,Wellfest India 2026,"IEML, Knowledge Park II, Greater Noida, Uttar Pradesh",2026-04-24T10:00:00+05:30,2026-04-26T18:00:00+05:30,In-person,Free,"India’s largest wellness, health, and lifestyle exposition bringing together Ayurveda, fitness, smart living, holistic wellbeing, and modern health innovations in a B2B and B2C ecosystem",Greater Noida,in_person,free,"wellfest india 2026 india’s largest wellness, health, and lifestyle exposition bringing together ayurveda, fitness, smart living, holistic wellbeing, and modern health innovations in a b2b and b2c ecosystem greater noida in_person free",https://www.eventbrite.co.uk/e/wellfest-india-2026-tickets-1979303937358?aff=ebdssbdestsearch
100,Join Biggest Community | Investors Founders | Ahmedabad | Online,"Ahmedabad, Gujarat, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Curated online networking session connecting early-stage founders and investors for fundraising, relationship building, and startup collaboration through a validated invite-only community",Ahmedabad,online,free,"join biggest community | investors founders | ahmedabad | online curated online networking session connecting early-stage founders and investors for fundraising, relationship building, and startup collaboration through a validated invite-only community ahmedabad online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-ahmedabad-online-tickets-1593187810629?aff=ebdssbdestsearch
101,Join Biggest Community | Investors Founders | Kochi | Online,"Kochi, Kerala, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Invite-only online networking session for early-stage founders and investors to connect, discuss fundraising opportunities, and build meaningful startup relationships",Kochi,online,free,"join biggest community | investors founders | kochi | online invite-only online networking session for early-stage founders and investors to connect, discuss fundraising opportunities, and build meaningful startup relationships kochi online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-kochi-online-tickets-1374174606239?aff=ebdssbdestsearch
102,TaSIC 2.0: Redefining the technology and society paradox,"S. P. Jain Institute of Management and Research, Mumbai",2026-02-20T09:00:00+05:30,2026-02-20T17:30:00+05:30,In-person,Paid / Sales Ended,"Full-day academic and practitioner conference exploring the intersection of technology and society, focusing on responsible innovation, AI impact, digital public infrastructure, regulation, sustainability, and societal well-being",Mumbai,in_person,unknown,"tasic 2.0: redefining the technology and society paradox full-day academic and practitioner conference exploring the intersection of technology and society, focusing on responsible innovation, ai impact, digital public infrastructure, regulation, sustainability, and societal well-being mumbai in_person",https://www.eventbrite.com/e/tasic-20-redefining-the-technology-and-society-paradox-tickets-1566553596979?aff=ebdssbdestsearch
103,DataMites Data Analyst Course in Pune,"Datamites Pune - Data Science Analytics & Analyst Courses, Pune",2026-02-19T10:00:00+05:30,2026-02-19T12:00:00+05:30,In-person,Free,"In-person data analyst course session covering data analysis, machine learning, Python, Tableau, deep learning, and AI with industry-led training, internship support, and job assistance",Pune,in_person,free,"datamites data analyst course in pune in-person data analyst course session covering data analysis, machine learning, python, tableau, deep learning, and ai with industry-led training, internship support, and job assistance pune in_person free",https://www.eventbrite.com/e/datamites-data-analyst-course-in-pune-tickets-1980246621953?aff=ebdssbdestsearch
104,Python Full Stack Training In Hyderabad,"Version IT - SAP Abap, Basis, Fico, SD, MM, SAC, HR Online Training in Hyderabad, SAP Street, Hyderabad",2026-01-28T10:30:00+05:30,2026-01-28T12:30:00+05:30,In-person,Free,"Hands-on Python Full Stack training covering backend and frontend development with real-world projects, expert guidance, and career-focused skill building",Hyderabad,in_person,free,"python full stack training in hyderabad hands-on python full stack training covering backend and frontend development with real-world projects, expert guidance, and career-focused skill building hyderabad in_person free",https://www.eventbrite.com/e/python-full-stack-training-in-hyderabad-version-it-tickets-1980088746744?aff=ebdssbdestsearch
105,Azure Data Engineer Training In Hyderabad,"Version IT - SAP Abap, Basis, Fico, SD, MM, SAC, HR Online Training in Hyderabad, SAP Street, Hyderabad",2026-01-20T07:30:00+05:30,2026-01-20T09:30:00+05:30,In-person,Free,"Hands-on Azure Data Engineer training focused on Azure data services, real-time data engineering tools, practical labs, and industry-oriented skill development",Hyderabad,in_person,free,"azure data engineer training in hyderabad hands-on azure data engineer training focused on azure data services, real-time data engineering tools, practical labs, and industry-oriented skill development hyderabad in_person free",https://www.eventbrite.com/e/azure-data-engineer-training-in-hyderabad-version-it-ameerpet-tickets-1980068724858?aff=ebdssbdestsearch
106,Bharat Fintech Summit (BFS) 2026,"JW Marriott Mumbai Sahar, Andheri, Mumbai",2026-02-10T09:00:00+05:30,2026-02-11T18:00:00+05:30,In-person,Paid (US$97.88),"Two-day fintech summit bringing together industry leaders, startups, investors, and policymakers to discuss innovation, digital finance, payments, regulation, and the future of fintech in India",Mumbai,in_person,paid,"bharat fintech summit (bfs) 2026 two-day fintech summit bringing together industry leaders, startups, investors, and policymakers to discuss innovation, digital finance, payments, regulation, and the future of fintech in india mumbai in_person paid",https://www.eventbrite.com/e/bharat-fintech-summit-bfs-2026-1011-feb-mumbai-registration-1783712134009?aff=ebdssbdestsearch
107,Join Biggest Community | Investors Founders | Surat | Online,"Surat, Gujarat, India (Online)",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Curated online networking session connecting early-stage founders and investors from Surat for fundraising discussions, relationship building, and access to a broader investor-founder community",Surat,online,free,"join biggest community | investors founders | surat | online curated online networking session connecting early-stage founders and investors from surat for fundraising discussions, relationship building, and access to a broader investor-founder community surat online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-surat-online-tickets-1973080070605?aff=ebdssbdestsearch
108,Power Connect Solar Expo,"Lalgarh Palace, National Highway 15, Bikaner, Rajasthan, India",2026-02-06T11:00:00+05:30,2026-02-08T19:00:00+05:30,In-person,Free,"In-person solar energy expo featuring the latest solar technologies, industry experts, networking opportunities, and sustainability-focused innovations for professionals and enthusiasts",Bikaner,in_person,free,"power connect solar expo in-person solar energy expo featuring the latest solar technologies, industry experts, networking opportunities, and sustainability-focused innovations for professionals and enthusiasts bikaner in_person free",https://www.eventbrite.com/e/power-connect-solar-expo-tickets-1977761494871?aff=ebdssbdestsearch
109,Join Biggest Community | Investors Founders | Puducherry | Online,"Puducherry, Puducherry, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Online networking session connecting early-stage founders and investors for fundraising, collaboration, and community building through a curated and shortlisted participant model",Puducherry,online,free,"join biggest community | investors founders | puducherry | online online networking session connecting early-stage founders and investors for fundraising, collaboration, and community building through a curated and shortlisted participant model puducherry online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-puducherry-online-tickets-1374193703359?aff=ebdssbdestsearch
110,Join Biggest Community | Investors Founders | Lucknow | Online,"Lucknow, Uttar Pradesh, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Online networking event connecting early-stage founders and investors for fundraising, collaboration, and curated community building through a shortlisted participation model",Lucknow,online,free,"join biggest community | investors founders | lucknow | online online networking event connecting early-stage founders and investors for fundraising, collaboration, and curated community building through a shortlisted participation model lucknow online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-lucknow-online-tickets-1593182444579?aff=ebdssbdestsearch
111,Join Biggest Community | Investors Founders | Thrissur | Online,"Thrissur, Kerala, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Online networking event for early-stage founders and investors to connect, build relationships, and explore fundraising opportunities through a curated and shortlisted community",Thrissur,online,free,"join biggest community | investors founders | thrissur | online online networking event for early-stage founders and investors to connect, build relationships, and explore fundraising opportunities through a curated and shortlisted community thrissur online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-thrissur-online-tickets-1357336432809?aff=ebdssbdestsearch
112,Join Biggest Community | Investors Founders | Jaipur | Online,"Jaipur, Rajasthan, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Online networking event for early-stage founders and investors to connect, build relationships, and explore fundraising opportunities through a curated and shortlisted community",Jaipur,online,free,"join biggest community | investors founders | jaipur | online online networking event for early-stage founders and investors to connect, build relationships, and explore fundraising opportunities through a curated and shortlisted community jaipur online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-jaipur-online-tickets-1975080053608?aff=ebdssbdestsearch
113,Join Biggest Community | Investors Founders | Indore | Online,"Indore, Madhya Pradesh, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Online networking event for early-stage founders and investors to connect, build relationships, and explore fundraising opportunities through a curated and shortlisted community",Indore,online,free,"join biggest community | investors founders | indore | online online networking event for early-stage founders and investors to connect, build relationships, and explore fundraising opportunities through a curated and shortlisted community indore online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-indore-online-tickets-1593174962199?aff=ebdssbdestsearch
114,Azure Data Engineer Training in Hyderabad | Ameerpet | Version IT Institute,"Version IT Institute, Ameerpet, Hyderabad",2026-01-22T07:30:00+05:30,2026-01-22T09:30:00+05:30,In-person,Free,"Hands-on Azure Data Engineer training focused on cloud data solutions, Azure tools, and practical learning guided by industry experts at Version IT Institute in Hyderabad",Hyderabad,in_person,free,"azure data engineer training in hyderabad | ameerpet | version it institute hands-on azure data engineer training focused on cloud data solutions, azure tools, and practical learning guided by industry experts at version it institute in hyderabad hyderabad in_person free",https://www.eventbrite.com/e/azure-data-engineer-training-in-hyderabad-ameerpet-version-it-institute-tickets-1980081257343?aff=ebdssbdestsearch
115,Join Biggest Community | Investors Founders | Nagpur | Online,"Nagpur, Maharashtra, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"Online networking session connecting early-stage founders and investors for fundraising, relationship building, and community-driven startup discussions, hosted by Tablon Global",Nagpur,online,free,"join biggest community | investors founders | nagpur | online online networking session connecting early-stage founders and investors for fundraising, relationship building, and community-driven startup discussions, hosted by tablon global nagpur online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-nagpur-online-tickets-1975080022515?aff=ebdssbdestsearch
116,Bharat Shiksha Expo 2026,"India Expo Centre & Mart, Greater Noida, Uttar Pradesh, India",2026-04-23T10:00:00+05:30,2026-04-25T17:00:00+05:30,In-person,Free,"Three-day national education expo bringing together students, educators, policymakers, EdTech innovators, institutions, and industry leaders to showcase future-ready learning, career opportunities, and education innovations aligned with NEP 2020",Greater Noida,in_person,free,"bharat shiksha expo 2026 three-day national education expo bringing together students, educators, policymakers, edtech innovators, institutions, and industry leaders to showcase future-ready learning, career opportunities, and education innovations aligned with nep 2020 greater noida in_person free",https://www.eventbrite.com/e/bharat-shiksha-expo-2026-tickets-1976312528975?aff=ebdssbdestsearch
117,Join Biggest Community | Investors Founders | Chandigarh | Online,"Chandigarh, Punjab, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"One-hour online networking session connecting early-stage founders and investors for fundraising discussions, relationship building, and access to a curated investor-founder community",Chandigarh,online,free,"join biggest community | investors founders | chandigarh | online one-hour online networking session connecting early-stage founders and investors for fundraising discussions, relationship building, and access to a curated investor-founder community chandigarh online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-chandigarh-online-tickets-1593194881779?aff=ebdssbdestsearch
118,Join Biggest Community | Investors Founders | Kanpur | Online,"Kanpur, Uttar Pradesh, India",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"One-hour online networking event designed to connect early-stage founders and investors from Kanpur for fundraising discussions, curated connections, and long-term professional networking",Kanpur,online,free,"join biggest community | investors founders | kanpur | online one-hour online networking event designed to connect early-stage founders and investors from kanpur for fundraising discussions, curated connections, and long-term professional networking kanpur online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-kanpur-online-tickets-1593191050319?aff=ebdssbdestsearch
119,GITA FOR YOUTH | Personality Enrichment | FOLK Exclusive | Youth Motivation,"Hare Krishna Golden Temple, Banjara Hills, Hyderabad",Multiple dates,Multiple dates,In-person,Free / Paid ($0.00+),"Recurring in-person youth personality enrichment and motivation program based on Bhagavad Gita principles, including leadership, life skills, meditation, food and accommodation at the Hare Krishna Golden Temple",Hyderabad,in_person,mixed,"gita for youth | personality enrichment | folk exclusive | youth motivation recurring in-person youth personality enrichment and motivation program based on bhagavad gita principles, including leadership, life skills, meditation, food and accommodation at the hare krishna golden temple hyderabad in_person mixed",https://www.eventbrite.com/e/gita-for-youth-personality-enrichment-folk-exclusive-youth-motivation-tickets-253552912587?aff=ebdssbdestsearch
120,Join Biggest Community | Investors Founders | Goa | Online,"Candolim, Goa",2026-01-21T12:30:00+05:30,2026-01-21T13:30:00+05:30,Online,Free,"One-hour online networking session connecting investors and founders in Goa to build relationships, explore fundraising opportunities, and grow professional networks",Goa,online,free,"join biggest community | investors founders | goa | online one-hour online networking session connecting investors and founders in goa to build relationships, explore fundraising opportunities, and grow professional networks goa online free",https://www.eventbrite.com/e/join-biggest-community-investors-founders-goa-online-tickets-1975079795837?aff=ebdssbdestsearch
121,Pharmac South - 11th Edition,"Chennai Trade Centre, Chennai",2026-06-04T10:00:00+05:30,2026-06-05T18:00:00+05:30,In-person,Free,"Leading pharmaceutical and nutraceutical exhibition in South India bringing together manufacturers, suppliers, distributors and service providers to showcase innovations, explore markets, build partnerships, and strengthen business presence",Chennai,in_person,free,"pharmac south - 11th edition leading pharmaceutical and nutraceutical exhibition in south india bringing together manufacturers, suppliers, distributors and service providers to showcase innovations, explore markets, build partnerships, and strengthen business presence chennai in_person free",https://www.eventbrite.com/e/pharmac-south-11th-edition-tickets-1975080149896?aff=ebdssbdestsearch
122,Side Event: staaake Reverse Network Closing Power Walk at AI Dev Conference,"Bilton Cafe, Bengaluru",2026-03-13T18:00:00+05:30,2026-03-13T19:00:00+05:30,In-person,Free / Paid ($0–$100),"Reverse networking power walk side event for AI and tech conference attendees, bringing together founders, creators, investors, and professionals to connect in person through an informal guided walk instead of traditional meetings",Bengaluru,in_person,mixed,"side event: staaake reverse network closing power walk at ai dev conference reverse networking power walk side event for ai and tech conference attendees, bringing together founders, creators, investors, and professionals to connect in person through an informal guided walk instead of traditional meetings bengaluru in_person mixed",https://www.eventbrite.ch/e/side-event-staaake-reverse-network-closing-power-walk-at-ai-dev-conference-tickets-1979181237359?aff=ebdssbdestsearch
123,Ui/Ux Designing with AI Free Scholarship Test,"Quality Thought - Software Training Institute, Ameerpet, Hyderabad",2026-01-25T10:30:00+05:30,2026-01-25T14:00:00+05:30,In-person,Free,UI/UX Designing with AI course featuring an instant admission process and a free scholarship test offering up to 100% fee waiver for selected candidates,Hyderabad,in_person,free,ui/ux designing with ai free scholarship test ui/ux designing with ai course featuring an instant admission process and a free scholarship test offering up to 100% fee waiver for selected candidates hyderabad in_person free,https://www.eventbrite.com/e/uiux-designing-with-ai-free-scholarship-test-tickets-1980302054754?aff=ebdssbdestsearch
124,Eldercare India Expo 2026,"IEML, Knowledge Park II, Greater Noida, UP 201310",2026-04-24T10:00:00+05:30,2026-04-24T18:00:00+05:30,In-person,Free,"India’s premier eldercare exhibition showcasing products, services, and innovations to support senior health, caregiving, and aging with dignity, bringing together healthcare providers, technology developers, caregivers, financial planners, and policymakers",Greater Noida,in_person,free,"eldercare india expo 2026 india’s premier eldercare exhibition showcasing products, services, and innovations to support senior health, caregiving, and aging with dignity, bringing together healthcare providers, technology developers, caregivers, financial planners, and policymakers greater noida in_person free",https://www.eventbrite.co.uk/e/eldercare-india-expo-2026-tickets-1978883884970?aff=ebdssbdestsearch
125,Event 2,"Chennai Beach Station, Beach Road, Chennai, TN 600001",2026-02-01T16:00:00+05:30,2026-02-01T18:00:00+05:30,In-person,Free,"A fun in-person meetup to connect with people, socialize, and enjoy good vibes without screens—focused on networking, interaction, and shared experiences",Chennai,in_person,free,"event 2 a fun in-person meetup to connect with people, socialize, and enjoy good vibes without screens—focused on networking, interaction, and shared experiences chennai in_person free",https://www.eventbrite.co.uk/e/event-2-tickets-1979212653325?aff=ebdssbdestsearch
126,"Electric Exhibition 2026 – Ahmedabad | Power, Innovation & Future Techno","Gujarat University Convention and Exhibition Centre, Vijay Cross Road, Ahmedabad, GJ 380052",2026-06-05T10:00:00+05:30,2026-06-07T06:00:00+05:30,In-person,Free (Sold Out),"Premier electrical and electronics industry exhibition showcasing power equipment, solar technology, automation systems, wiring accessories, and future-ready electrical innovations for professionals, contractors, students, and tech enthusiasts",Ahmedabad,in_person,free,"electric exhibition 2026 – ahmedabad | power, innovation & future techno premier electrical and electronics industry exhibition showcasing power equipment, solar technology, automation systems, wiring accessories, and future-ready electrical innovations for professionals, contractors, students, and tech enthusiasts ahmedabad in_person free",https://www.eventbrite.com.au/e/electric-exhibition-2026-ahmedabad-power-innovation-future-techno-tickets-1977010987082?aff=ebdssbdestsearch
127,ISTF Expo 2026 – India Surface Treatment & Finishing Expo,"Bharat Mandapam, Pragati Maidan, New Delhi, Delhi 110001",2026-07-29T10:00:00+05:30,2026-07-31T18:00:00+05:30,In-person,Free,"Premier industry expo for surface treatment, finishing, coating and painting technologies, bringing together manufacturers, suppliers and buyers from automotive, electronics, construction, defence, energy and related sectors for innovation, networking and business growth",New Delhi,in_person,free,"istf expo 2026 – india surface treatment & finishing expo premier industry expo for surface treatment, finishing, coating and painting technologies, bringing together manufacturers, suppliers and buyers from automotive, electronics, construction, defence, energy and related sectors for innovation, networking and business growth new delhi in_person free",https://www.eventbrite.com/e/istf-expo-2026-tickets-1969105843585?aff=ebdssbdestsearch
128,EAW Global Aqua Expo 2026,"Pragati Maidan, Hall No. 12A, New Delhi, DL 110002",2026-08-06T10:00:00+05:30,2026-08-06T18:00:00+05:30,In-person,Free,"Global water-focused expo bringing together leaders, innovators and solution providers to showcase advancements in water technology, sustainability, marine conservation and water-security solutions",New Delhi,in_person,free,"eaw global aqua expo 2026 global water-focused expo bringing together leaders, innovators and solution providers to showcase advancements in water technology, sustainability, marine conservation and water-security solutions new delhi in_person free",https://www.eventbrite.com/e/eaw-global-aqua-expo-2026-tickets-1771350590299?aff=ebdssbdestsearch
129,India International Cargo Show: IICS 2026,"Pragati Maidan, Mahatma Gandhi Road, IP Estate, New Delhi, DL 110001",Multiple dates,Multiple dates,In-person,Free,"South Asia’s largest cargo and logistics exhibition bringing together policymakers, global logistics leaders and trade stakeholders across air, ocean and surface logistics, warehousing, cold chain, automation and supply chain technologies",New Delhi,in_person,free,"india international cargo show: iics 2026 south asia’s largest cargo and logistics exhibition bringing together policymakers, global logistics leaders and trade stakeholders across air, ocean and surface logistics, warehousing, cold chain, automation and supply chain technologies new delhi in_person free",https://www.eventbrite.com/e/india-international-cargo-show-iics-2026-tickets-1979509020768?aff=ebdssbdestsearch
130,Fire & Security India Expo (FSIE) 2026 - Mumbai Exhibition,"Jio World Convention Centre, G Block, Bandra Kurla Complex, Bandra East, Mumbai, MH 400051",2026-09-03T10:00:00+05:30,Multiple dates,In-person,Free,"Leading B2B trade show for fire safety, security systems and building automation showcasing latest technologies, products and industry networking opportunities",Mumbai,in_person,free,"fire & security india expo (fsie) 2026 - mumbai exhibition leading b2b trade show for fire safety, security systems and building automation showcasing latest technologies, products and industry networking opportunities mumbai in_person free",https://www.eventbrite.com/e/fire-security-india-expo-fsie-2026-mumbai-exhibition-tickets-1970088485694?aff=ebdssbdestsearch
131,Holi Utsav 2026 - A Cultural Holi Experience in Delhi,"Surat Garden, Santi Kunj, Vasant Kunj, New Delhi, DL 110070",2026-03-04T10:00:00+05:30,2026-03-04T16:30:00+05:30,In-person,Paid ($108.55),"All ages,Free parking,Refunds up to 7 days before event,$108.55,Vibrant cultural Holi celebration featuring colors, community festivities, and immersive cultural experiences in Delhi",New Delhi,in_person,paid,"holi utsav 2026 - a cultural holi experience in delhi all ages,free parking,refunds up to 7 days before event,$108.55,vibrant cultural holi celebration featuring colors, community festivities, and immersive cultural experiences in delhi new delhi in_person paid",https://www.eventbrite.com/e/holi-utsav-2026-a-cultural-holi-experience-in-delhi-tickets-1980684400360?aff=ebdssbdestsearch
132,7th Expo Paint & Coatings Chennai 2026,"Chennai Trade Centre - Nandambakkam, CTC Complex, Nandambakkam, TN 600089",2026-06-11T10:00:00+05:30,2026-06-13T12:00:00+05:30,In-person,Free,"Free parking, Doors at 9:59 AM, Free, Comprehensive paint and coatings exhibition featuring surface technologies, allied industries, B2B networking, and large-scale industry participation",Chennai,in_person,free,"7th expo paint & coatings chennai 2026 free parking, doors at 9:59 am, free, comprehensive paint and coatings exhibition featuring surface technologies, allied industries, b2b networking, and large-scale industry participation chennai in_person free",https://www.eventbrite.ie/e/7th-expo-paint-coatings-chennai-2026-tickets-1779504137779?aff=ebdssbdestsearch
133,Dubai Property Expo | Free Ticket for Smart Homes from ₹2 Cr,"M3M Urbana Business Park, 6th Floor, Tower A, Gurugram, HR 122101",2026-01-25T10:00:00+05:30,2026-01-25T19:00:00+05:30,In-person,Free,Smart Dubai property expo showcasing luxury smart homes starting from ₹2 Cr with free entry tickets,Gurugram,in_person,free,dubai property expo | free ticket for smart homes from ₹2 cr smart dubai property expo showcasing luxury smart homes starting from ₹2 cr with free entry tickets gurugram in_person free,https://www.eventbrite.com/e/dubai-property-expo-free-ticket-for-smart-homes-from-2-cr-tickets-1980767294298?aff=ebdssbdestsearch
134,The Gypsy Travel Festival,"Jio World Drive, Mumbai, MH 400051",2026-01-01T10:00:00+05:30,2026-01-01T18:00:00+05:30,In-person,Free,"India’s leading travel festival featuring global destinations, exclusive travel deals, cultural workshops, culinary experiences, and expert travel insights",Mumbai,in_person,free,"the gypsy travel festival india’s leading travel festival featuring global destinations, exclusive travel deals, cultural workshops, culinary experiences, and expert travel insights mumbai in_person free",https://www.eventbrite.com/e/the-gypsy-travel-festival-tickets-1980243949961?aff=ebdssbdestsearch
135,Founders Running Club :: Mumbai,"The Library Cafe, Carter Road, Mumbai, MH 400052",Multiple dates,Multiple dates,In-person,Free,"Global founders & startup community hosting weekly easy runs followed by coffee and networking for founders, investors, operators, and creators",Mumbai,in_person,free,"founders running club :: mumbai global founders & startup community hosting weekly easy runs followed by coffee and networking for founders, investors, operators, and creators mumbai in_person free",https://www.eventbrite.com/e/founders-running-club-mumbai-tickets-1394837349059?aff=ebdssbdestsearch
136,Launch of the book of Heritage Futures,"Rajasthan International Center (RIC Auditorium), Jaipur, RJ 302017","Jan 29, 4:00 PM GMT+5:30","Jan 29, 6:00 PM GMT+5:30",In-person,Free,"Book launch and immersive media event exploring speculative futures of heritage through design, worldbuilding, and visual publication",Jaipur,in_person,free,"launch of the book of heritage futures book launch and immersive media event exploring speculative futures of heritage through design, worldbuilding, and visual publication jaipur in_person free",https://www.eventbrite.com/e/launch-of-the-book-of-heritage-futures-tickets-1979841139143?aff=ebdssbdestsearch
137,Pipes & Tubes Expo 2026,"Chennai Trade Centre, Nandambakkam, Chennai",Not specified,Not specified,In-person,Free,"Comprehensive international trade exhibition for the Pipes & Tubes industry, bringing together manufacturers, suppliers, service providers, and global decision-makers to showcase materials, machinery, innovations, and business opportunities",Chennai,in_person,free,"pipes & tubes expo 2026 comprehensive international trade exhibition for the pipes & tubes industry, bringing together manufacturers, suppliers, service providers, and global decision-makers to showcase materials, machinery, innovations, and business opportunities chennai in_person free",https://www.eventbrite.ie/e/pipes-tubes-expo-2026-tickets-1977018398249?aff=ebdssbdestsearch
